"module name","license","repository"
"assert@2.1.0","MIT","https://github.com/browserify/commonjs-assert"
"ast-types@0.15.2","MIT","https://github.com/benjamn/ast-types"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axios@1.7.2","MIT","https://github.com/axios/axios"
"babel-core@7.0.0-bridge.0","MIT",""
"babel-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@29.6.3","MIT","https://github.com/jestjs/jest"
"babel-plugin-polyfill-corejs2@0.4.11","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-corejs3@0.10.4","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-regenerator@0.6.2","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-react-compiler@0.0.0-experimental-938cd9a-20240601","MIT",""
"babel-plugin-react-native-web@0.19.12","MIT","https://github.com/necolas/react-native-web"
"babel-plugin-transform-flow-enums@0.0.2","MIT","https://github.com/facebook/flow"
"babel-preset-current-node-syntax@1.0.1","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-expo@11.0.9","MIT","https://github.com/expo/expo"
"babel-preset-jest@29.6.3","MIT","https://github.com/jestjs/jest"
"badgin@1.2.3","MIT","https://github.com/jaulz/badgin"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"better-opn@3.0.2","MIT","https://github.com/ExiaSR/better-opn"
"big-integer@1.6.52","Unlicense","https://github.com/peterolson/BigInteger.js"
"bignumber.js@9.1.2","MIT","https://github.com/MikeMcl/bignumber.js"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bplist-creator@0.1.0","MIT","https://github.com/nearinfinity/node-bplist-creator"
"bplist-parser@0.3.2","MIT","https://github.com/nearinfinity/node-bplist-parser"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.23.0","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-alloc-unsafe@1.1.0","MIT","https://github.com/LinusU/buffer-alloc-unsafe"
"buffer-alloc@1.2.0","MIT","https://github.com/LinusU/buffer-alloc"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-fill@1.0.0","MIT","https://github.com/LinusU/buffer-fill"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"builtins@1.0.3","MIT","https://github.com/juliangruber/builtins"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"cacache@18.0.3","ISC","https://github.com/npm/cacache"
"cacheable-lookup@5.0.4","MIT","https://github.com/szmarczak/cacheable-lookup"
"cacheable-request@7.0.4","MIT","https://github.com/lukechilds/cacheable-request"
"call-bind@1.0.7","MIT","https://github.com/ljharb/call-bind"
"caller-callsite@2.0.0","MIT","https://github.com/sindresorhus/caller-callsite"
"caller-path@2.0.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001627","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"charenc@0.0.2","BSD-3-Clause","https://github.com/pvorb/node-charenc"
"chownr@2.0.0","ISC","https://github.com/isaacs/chownr"
"chrome-launcher@0.15.2","Apache-2.0","https://github.com/GoogleChrome/chrome-launcher"
"ci-info@3.9.0","MIT","https://github.com/watson/ci-info"
"cjs-module-lexer@1.3.1","MIT","https://github.com/nodejs/cjs-module-lexer"
"clean-stack@2.2.0","MIT","https://github.com/sindresorhus/clean-stack"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.9.2","MIT","https://github.com/sindresorhus/cli-spinners"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"clone-deep@4.0.1","MIT","https://github.com/jonschlinkert/clone-deep"
"clone-response@1.0.3","MIT","https://github.com/sindresorhus/clone-response"
"clone@2.1.2","MIT","https://github.com/pvorb/node-clone"
"co@4.6.0","MIT","https://github.com/tj/co"
"collect-v8-coverage@1.0.2","MIT","https://github.com/SimenB/collect-v8-coverage"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-string@1.9.1","MIT","https://github.com/Qix-/color-string"
"color@4.2.3","MIT","https://github.com/Qix-/color"
"colorette@1.4.0","MIT","https://github.com/jorgebucaran/colorette"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"command-exists@1.2.9","MIT","https://github.com/mathisonian/command-exists"
"commander@7.2.0","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-type@1.2.2","MIT","https://github.com/sindresorhus/component-type"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.2.1","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.6.0","MIT","https://github.com/jshttp/cookie"
"core-js-compat@3.37.1","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig@5.2.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"create-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"cross-fetch@3.1.8","MIT","https://github.com/lquixada/cross-fetch"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypt@0.0.2","BSD-3-Clause","https://github.com/pvorb/node-crypt"
"crypto-random-string@2.0.0","MIT","https://github.com/sindresorhus/crypto-random-string"
"css-in-js-utils@3.1.0","MIT","https://github.com/robinweser/css-in-js-utils"
"css-select@5.1.0","BSD-2-Clause","https://github.com/fb55/css-select"
"css-tree@1.1.3","MIT","https://github.com/csstree/csstree"
"css-what@6.1.0","BSD-2-Clause","https://github.com/fb55/css-what"
"cssom@0.5.0","MIT","https://github.com/NV/CSSOM"
"cssstyle@2.3.0","MIT","https://github.com/jsdom/cssstyle"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"dag-map@1.0.2","MIT","https://github.com/krisselden/dag-map"
"data-uri-to-buffer@3.0.1","MIT","https://github.com/TooTallNate/node-data-uri-to-buffer"
"data-urls@3.0.2","MIT","https://github.com/jsdom/data-urls"
"data-view-buffer@1.0.1","MIT","https://github.com/ljharb/data-view-buffer"
"data-view-byte-length@1.0.1","MIT","https://github.com/ljharb/data-view-byte-length"
"data-view-byte-offset@1.0.0","MIT","https://github.com/ljharb/data-view-byte-offset"
"date-fns@3.6.0","MIT","https://github.com/date-fns/date-fns"
"dayjs@1.11.11","MIT","https://github.com/iamkun/dayjs"
"debug@4.3.5","MIT","https://github.com/debug-js/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decimal.js@10.4.3","MIT","https://github.com/MikeMcl/decimal.js"
"decode-uri-component@0.2.2","MIT","https://github.com/SamVerschueren/decode-uri-component"
"decompress-response@6.0.0","MIT","https://github.com/sindresorhus/decompress-response"
"dedent@1.5.3","MIT","https://github.com/dmnd/dedent"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"default-gateway@4.2.0","BSD-2-Clause","https://github.com/silverwind/default-gateway"
"defaults@1.0.4","MIT","https://github.com/sindresorhus/node-defaults"
"defer-to-connect@2.0.1","MIT","https://github.com/szmarczak/defer-to-connect"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-lazy-prop@2.0.0","MIT","https://github.com/sindresorhus/define-lazy-prop"
"define-properties@1.2.1","MIT","https://github.com/ljharb/define-properties"
"del@6.1.1","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"denodeify@1.2.1","MIT","https://github.com/matthew-andrews/denodeify"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"destroy@1.2.0","MIT","https://github.com/stream-utils/destroy"
"detect-libc@1.0.3","Apache-2.0","https://github.com/lovell/detect-libc"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"diff-sequences@29.6.3","MIT","https://github.com/jestjs/jest"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"dom-serializer@2.0.0","MIT","https://github.com/cheeriojs/dom-serializer"
"domelementtype@2.3.0","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domexception@4.0.0","MIT","https://github.com/jsdom/domexception"
"domhandler@5.0.3","BSD-2-Clause","https://github.com/fb55/domhandler"
"domutils@3.1.0","BSD-2-Clause","https://github.com/fb55/domutils"
"dotenv-expand@11.0.6","BSD-2-Clause","https://github.com/motdotla/dotenv-expand"
"dotenv@16.4.5","BSD-2-Clause","https://github.com/motdotla/dotenv"
"duplexify@4.1.3","MIT","https://github.com/mafintosh/duplexify"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"ecdsa-sig-formatter@1.0.11","Apache-2.0","https://github.com/Brightspace/node-ecdsa-sig-formatter"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.4.789","ISC","https://github.com/kilian/electron-to-chromium"
"emittery@0.13.1","MIT","https://github.com/sindresorhus/emittery"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"entities@4.5.0","BSD-2-Clause","https://github.com/fb55/entities"
"env-editor@0.4.2","MIT","https://github.com/sindresorhus/env-editor"
"envinfo@7.13.0","MIT","https://github.com/tabrindle/envinfo"
"eol@0.9.1","MIT","https://github.com/ryanve/eol"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"error-stack-parser@2.1.4","MIT","https://github.com/stacktracejs/error-stack-parser"
"errorhandler@1.5.1","MIT","https://github.com/expressjs/errorhandler"
"es-abstract@1.23.3","MIT","https://github.com/ljharb/es-abstract"
"es-define-property@1.0.0","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.0.0","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.0.3","MIT","https://github.com/es-shims/es-set-tostringtag"
"es-to-primitive@1.2.1","MIT","https://github.com/ljharb/es-to-primitive"
"escalade@3.1.2","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@2.1.0","BSD-2-Clause","https://github.com/estools/escodegen"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-target-shim@5.0.1","MIT","https://github.com/mysticatea/event-target-shim"
"exec-async@2.2.0","MIT","https://github.com/ccheever/exec-async"
"execa@1.0.0","MIT","https://github.com/sindresorhus/execa"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expect@29.7.0","MIT","https://github.com/jestjs/jest"
"expo-application@5.9.1","MIT","https://github.com/expo/expo"
"expo-asset@10.0.8","MIT","https://github.com/expo/expo"
"expo-blur@13.0.2","MIT","https://github.com/expo/expo"
"expo-camera@15.0.10","MIT","https://github.com/expo/expo"
"expo-constants@16.0.2","MIT","https://github.com/expo/expo"
"expo-device@6.0.2","MIT","https://github.com/expo/expo"
"expo-file-system@17.0.1","MIT","https://github.com/expo/expo"
"expo-font@12.0.7","MIT","https://github.com/expo/expo"
"expo-image-loader@4.7.0","MIT","https://github.com/expo/expo"
"expo-image-manipulator@12.0.5","MIT","https://github.com/expo/expo"
"expo-image-picker@15.0.5","MIT","https://github.com/expo/expo"
"expo-keep-awake@13.0.2","MIT","https://github.com/expo/expo"
"expo-linear-gradient@13.0.2","MIT","https://github.com/expo/expo"
"expo-linking@6.3.1","MIT","https://github.com/expo/expo"
"expo-location@17.0.1","MIT","https://github.com/expo/expo"
"expo-media-library@16.0.3","MIT","https://github.com/expo/expo"
"expo-modules-autolinking@1.11.1","MIT","https://github.com/expo/expo"
"expo-modules-core@1.12.14","MIT","https://github.com/expo/expo"
"expo-notifications@0.28.9","MIT","https://github.com/expo/expo"
"expo-router@3.5.16","MIT","https://github.com/expo/expo"
"expo-splash-screen@0.27.5","MIT","https://github.com/expo/expo"
"expo-status-bar@1.12.1","MIT","https://github.com/expo/expo"
"expo-web-browser@13.0.3","MIT","https://github.com/expo/expo"
"expo@51.0.13","MIT","https://github.com/expo/expo"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"fast-base64-decode@1.0.0","MIT","https://github.com/LinusU/fast-base64-decode"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.3.2","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-loops@1.1.3","MIT","https://github.com/robinweser/fast-loops"
"fast-uri@2.3.0","MIT","https://github.com/fastify/fast-uri"
"fast-xml-parser@4.4.0","MIT","https://github.com/NaturalIntelligence/fast-xml-parser"
"fastq@1.17.1","ISC","https://github.com/mcollina/fastq"
"fb-watchman@2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"fbemitter@3.0.0","BSD-3-Clause","https://github.com/facebook/emitter"
"fbjs-css-vars@1.0.2","MIT","https://github.com/facebook/fbjs"
"fbjs@3.0.5","MIT","https://github.com/facebook/fbjs"
"fetch-retry@4.1.1","MIT","https://github.com/jonbern/fetch-retry"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"filter-obj@1.1.0","MIT","https://github.com/sindresorhus/filter-obj"
"finalhandler@1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir@2.1.0","MIT","https://github.com/avajs/find-cache-dir"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"find-yarn-workspace-root@2.0.0","Apache-2.0","https://github.com/square/find-yarn-workspace-root"
"flow-enums-runtime@0.0.6","MIT","https://github.com/facebook/flow"
"flow-parser@0.237.2","MIT","https://github.com/facebook/flow"
"follow-redirects@1.15.6","MIT","https://github.com/follow-redirects/follow-redirects"
"fontfaceobserver@2.3.0","BSD-2-Clause","https://github.com/bramstein/fontfaceobserver"
"for-each@0.3.3","MIT","https://github.com/Raynos/for-each"
"foreground-child@3.2.0","ISC","https://github.com/tapjs/foreground-child"
"form-data@3.0.1","MIT","https://github.com/form-data/form-data"
"freeport-async@2.0.0","MIT","https://github.com/expo/freeport-async"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"fs-extra@8.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-minipass@3.0.3","ISC","https://github.com/npm/fs-minipass"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"function.prototype.name@1.1.6","MIT","https://github.com/es-shims/Function.prototype.name"
"functional-red-black-tree@1.0.1","MIT","https://github.com/mikolalysenko/functional-red-black-tree"
"functions-have-names@1.2.3","MIT","https://github.com/inspect-js/functions-have-names"
"gaxios@6.6.0","Apache-2.0","https://github.com/googleapis/gaxios"
"gcp-metadata@6.1.0","Apache-2.0","https://github.com/googleapis/gcp-metadata"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.2.4","MIT","https://github.com/ljharb/get-intrinsic"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-port@3.2.0","MIT","https://github.com/sindresorhus/get-port"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-symbol-description@1.0.2","MIT","https://github.com/inspect-js/get-symbol-description"
"getenv@1.0.0","MIT","https://github.com/ctavan/node-getenv"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"globalthis@1.0.4","MIT","https://github.com/ljharb/System.global"
"globby@11.1.0","MIT","https://github.com/sindresorhus/globby"
"google-auth-library@9.10.0","Apache-2.0","https://github.com/googleapis/google-auth-library-nodejs"
"google-gax@4.3.5","Apache-2.0","https://github.com/googleapis/gax-nodejs"
"gopd@1.0.1","MIT","https://github.com/ljharb/gopd"
"got@11.8.6","MIT","https://github.com/sindresorhus/got"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"graphql-tag@2.12.6","MIT","https://github.com/apollographql/graphql-tag"
"graphql@15.8.0","MIT","https://github.com/graphql/graphql-js"
"gtoken@7.1.0","MIT","https://github.com/google/node-gtoken"
"has-bigints@1.0.2","MIT","https://github.com/ljharb/has-bigints"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-proto@1.0.3","MIT","https://github.com/inspect-js/has-proto"
"has-symbols@1.0.3","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"hermes-estree@0.19.1","MIT","https://github.com/facebook/hermes"
"hermes-parser@0.19.1","MIT","https://github.com/facebook/hermes"
"hermes-profile-transformer@0.0.6","MIT","https://github.com/MLH-Fellowship/hermes-profile-transformer"
"hoist-non-react-statics@3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"hosted-git-info@3.0.8","ISC","https://github.com/npm/hosted-git-info"
"html-encoding-sniffer@3.0.0","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"http-cache-semantics@4.1.1","BSD-2-Clause","https://github.com/kornelski/http-cache-semantics"
"http-errors@2.0.0","MIT","https://github.com/jshttp/http-errors"
"http-proxy-agent@5.0.0","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
"http2-wrapper@1.0.3","MIT","https://github.com/szmarczak/http2-wrapper"
"https-proxy-agent@5.0.1","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"human-signals@2.1.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"hyphenate-style-name@1.0.5","BSD-3-Clause","https://github.com/rexxars/hyphenate-style-name"
"i18next@20.2.4","MIT","https://github.com/i18next/i18next"
"iconv-lite@0.6.3","MIT","https://github.com/ashtuchkin/iconv-lite"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754"
"ignore@5.3.1","MIT","https://github.com/kaelzhang/node-ignore"
"image-size@1.1.1","MIT","https://github.com/image-size/image-size"
"import-fresh@2.0.0","MIT","https://github.com/sindresorhus/import-fresh"
"import-local@3.1.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indent-string@4.0.0","MIT","https://github.com/sindresorhus/indent-string"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ini@1.3.8","ISC","https://github.com/isaacs/ini"
"inline-style-prefixer@6.0.4","MIT","https://github.com/robinweser/inline-style-prefixer"
"internal-ip@4.3.0","MIT","https://github.com/sindresorhus/internal-ip"
"internal-slot@1.0.7","MIT","https://github.com/ljharb/internal-slot"
"invariant@2.2.4","MIT","https://github.com/zertosh/invariant"
"ip-regex@2.1.0","MIT","https://github.com/sindresorhus/ip-regex"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-arguments@1.1.1","MIT","https://github.com/inspect-js/is-arguments"
"is-array-buffer@3.0.4","MIT","https://github.com/inspect-js/is-array-buffer"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-bigint@1.0.4","MIT","https://github.com/inspect-js/is-bigint"
"is-boolean-object@1.1.2","MIT","https://github.com/inspect-js/is-boolean-object"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer"
"is-callable@1.2.7","MIT","https://github.com/inspect-js/is-callable"
"is-core-module@2.13.1","MIT","https://github.com/inspect-js/is-core-module"
"is-data-view@1.0.1","MIT","https://github.com/inspect-js/is-data-view"
"is-date-object@1.0.5","MIT","https://github.com/inspect-js/is-date-object"
"is-directory@0.3.1","MIT","https://github.com/jonschlinkert/is-directory"
"is-docker@2.2.1","MIT","https://github.com/sindresorhus/is-docker"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-generator-fn@2.1.0","MIT","https://github.com/sindresorhus/is-generator-fn"
"is-generator-function@1.0.10","MIT","https://github.com/inspect-js/is-generator-function"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-interactive@1.0.0","MIT","https://github.com/sindresorhus/is-interactive"
"is-invalid-path@0.1.0","MIT","https://github.com/jonschlinkert/is-invalid-path"
"is-nan@1.3.2","MIT","https://github.com/es-shims/is-nan"
"is-negative-zero@2.0.3","MIT","https://github.com/inspect-js/is-negative-zero"
"is-number-object@1.0.7","MIT","https://github.com/inspect-js/is-number-object"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-path-cwd@2.2.0","MIT","https://github.com/sindresorhus/is-path-cwd"
"is-path-inside@3.0.3","MIT","https://github.com/sindresorhus/is-path-inside"
"is-plain-obj@2.1.0","MIT","https://github.com/sindresorhus/is-plain-obj"
"is-plain-object@2.0.4","MIT","https://github.com/jonschlinkert/is-plain-object"
"is-potential-custom-element-name@1.0.1","MIT","https://github.com/mathiasbynens/is-potential-custom-element-name"
"is-regex@1.1.4","MIT","https://github.com/inspect-js/is-regex"
"is-shared-array-buffer@1.0.3","MIT","https://github.com/inspect-js/is-shared-array-buffer"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
"is-string@1.0.7","MIT","https://github.com/ljharb/is-string"
"is-symbol@1.0.4","MIT","https://github.com/inspect-js/is-symbol"
"is-typed-array@1.1.13","MIT","https://github.com/inspect-js/is-typed-array"
"is-unicode-supported@0.1.0","MIT","https://github.com/sindresorhus/is-unicode-supported"
"is-valid-path@0.1.1","MIT","https://github.com/jonschlinkert/is-valid-path"
"is-weakref@1.0.2","MIT","https://github.com/inspect-js/is-weakref"
"is-wsl@2.2.0","MIT","https://github.com/sindresorhus/is-wsl"
"isarray@2.0.5","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isobject@3.0.1","MIT","https://github.com/jonschlinkert/isobject"
"isomorphic-ws@4.0.1","MIT","https://github.com/heineiuo/isomorphic-ws"
"istanbul-lib-coverage@3.2.2","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-instrument@6.0.2","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@4.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.1.7","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"jackspeak@3.4.0","BlueOak-1.0.0","https://github.com/isaacs/jackspeak"
"jest-changed-files@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-circus@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-cli@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-config@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-diff@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-docblock@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-each@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-environment-jsdom@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-environment-node@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-expo@51.0.2","MIT","https://github.com/expo/expo"
"jest-get-type@29.6.3","MIT","https://github.com/jestjs/jest"
"jest-haste-map@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-leak-detector@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-matcher-utils@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-message-util@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-mock@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-pnp-resolver@1.2.3","MIT","https://github.com/arcanis/jest-pnp-resolver"
"jest-regex-util@29.6.3","MIT","https://github.com/jestjs/jest"
"jest-resolve-dependencies@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-resolve@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-runner@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-runtime@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-snapshot@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-util@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-validate@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-watch-select-projects@2.0.0","MIT","https://github.com/rogeliog/jest-watch-select-projects"
"jest-watch-typeahead@2.2.1","MIT","https://github.com/jest-community/jest-watch-typeahead"
"jest-watcher@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-worker@29.7.0","MIT","https://github.com/jestjs/jest"
"jest@29.7.0","MIT","https://github.com/jestjs/jest"
"jimp-compact@0.16.1","MIT","https://github.com/nuxt-community/jimp-compact"
"joi@17.13.1","BSD-3-Clause","https://github.com/hapijs/joi"
"join-component@1.1.0","MIT",""
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.14.1","MIT","https://github.com/nodeca/js-yaml"
"jsc-android@250231.0.0","BSD-2-Clause","https://github.com/react-native-community/jsc-android-buildscripts"
"jsc-safe-url@0.2.4","0BSD","https://github.com/robhogan/jsc-safe-url"
"jscodeshift@0.14.0","MIT","https://github.com/facebook/jscodeshift"
"jsdom@20.0.3","MIT","https://github.com/jsdom/jsdom"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-bigint@1.0.0","MIT","https://github.com/sidorares/json-bigint"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-better-errors@1.0.2","MIT","https://github.com/zkat/json-parse-better-errors"
