kessler,stuff,@expo/vector-icons,perpetual,material,MIT,git+https://github.com/expo/vector-icons.git,14.0.2,14.0.2,^14.0.2,Brent Vatne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,@react-native-async-storage/async-storage,perpetual,material,MIT,git+https://github.com/react-native-async-storage/async-storage.git,1.23.1,1.23.1,^1.23.1,Krzysztof Borowy <hello@krizzu.dev>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,@react-native-picker/picker,perpetual,material,MIT,git+https://github.com/react-native-picker/picker.git,2.7.5,2.7.5,2.7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,@react-navigation/native,perpetual,material,MIT,git+https://github.com/react-navigation/react-navigation.git,6.1.17,6.1.17,^6.1.17,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,@types/uuid,perpetual,material,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,9.0.8,9.0.8,^9.0.8,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,date-fns,perpetual,material,MIT,git+https://github.com/date-fns/date-fns.git,3.6.0,3.6.0,^3.0.0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo,perpetual,material,MIT,git+https://github.com/expo/expo.git,51.0.14,51.0.13,~51.0.13,Expo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-blur,perpetual,material,MIT,git+https://github.com/expo/expo.git,13.0.2,13.0.2,^13.0.2,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-camera,perpetual,material,MIT,git+https://github.com/expo/expo.git,15.0.11,15.0.10,~15.0.9,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-constants,perpetual,material,MIT,git+https://github.com/expo/expo.git,16.0.2,16.0.2,~16.0.2,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-device,perpetual,material,MIT,git+https://github.com/expo/expo.git,6.0.2,6.0.2,~6.0.2,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-file-system,perpetual,material,MIT,git+https://github.com/expo/expo.git,17.0.1,17.0.1,~17.0.1,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-font,perpetual,material,MIT,git+https://github.com/expo/expo.git,12.0.7,12.0.7,~12.0.6,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-image-picker,perpetual,material,MIT,git+https://github.com/expo/expo.git,15.0.5,15.0.5,~15.0.5,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-linear-gradient,perpetual,material,MIT,git+https://github.com/expo/expo.git,13.0.2,13.0.2,~13.0.2,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-linking,perpetual,material,MIT,git+https://github.com/expo/expo.git,6.3.1,6.3.1,~6.3.1,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-location,perpetual,material,MIT,git+https://github.com/expo/expo.git,17.0.1,17.0.1,~17.0.1,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kessler,stuff,expo-notifications,perpetual,material,MIT,git+https://github.com/expo/expo.git,0.28.9,0.28.9,~0.28.9,650 Industries, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
